,id_column,rawContent,cleaned_content,label_1,label_2,english_relative_frequency,date,annotated_at_1,annotated_at_2
0,18044,"John
Pallelai bedokwalk no49.miss lohahhuat stubborn john patient even when u make mistakes.",john pallelai bedokwalk no49 miss lohahhuat stubborn john patient even when u make mistakes,,,0.7692307692307693,2022-07-01 23:32:11+00:00,2022-11-18 13:20:53,2022-12-08 13:40:28
1,14211,没事不要换passport！Long Q like vaccination center… 25-05-2022 #cstar @ Jabatan Imigresen Malaysia Utc Johor https://t.co/hQ1nO269PY,passportlong q like vaccination center 25 05 2022 jabatan imigresen malaysia utc johor,non_standard_english,code-switched,0.7,2022-05-24 23:55:15+00:00,2022-11-18 13:21:09,2022-12-08 13:50:53
2,18549,"John
Pallelai bedokwalk no 49.misslohahhuat digrace u assess to information .u can charge protection data act.",john pallelai bedokwalk no 49 misslohahhuat digrace u assess to information u can charge protection data act,,,0.75,2022-07-06 23:26:49+00:00,2022-11-18 13:21:12,2022-12-08 13:11:21
3,17947,"John
Pallelai bedokwalk bo49 misslohahhuat misskitty u at my photo can be use evidence in court today is a sfa day misslohahuat in prediction is wrong. https://t.co/9JAFCBgNyZ",john pallelai bedokwalk bo49 misslohahhuat misskitty u at my photo can be use evidence in court today is a sfa day misslohahuat in prediction is wrong,,,0.76,2022-06-30 23:36:15+00:00,2022-11-18 13:21:15,2022-12-08 13:11:36
4,21112,"Lepas 4 hr vacay, rasa janggal ye hr ni nak berkerja semula 🤣",lepas 4 hr vacay rasa janggal ye hr ni nak berkerja semula,not_english,some_english,0.7272727272727273,2022-08-01 23:56:28+00:00,2022-11-18 13:21:18,2022-12-08 13:41:25
5,8855,"Nasasabik kaming makilala ka! David and @Alfredsunn will be seeing you FACE-TO-FACE in Philippines this coming August 2022 at the Raikan Fancon! 

@RaikantopeniPHL 
#RaikanFanConGameOn https://t.co/dEVjgcdIw4",nasasabik kaming makilala ka david and will be seeing you face to face in philippines this coming august 2022 at the raikan fancon,code-switched,code-switched,0.7727272727272727,2022-03-31 23:22:52+00:00,2022-11-18 13:21:25,2022-12-08 13:47:48
6,21169,"John
Pallelai bedokwalk no49.misslohahhuat stubborness u dont believe in the word of god.yet hearing as well as having intectual https://t.co/4pO54NdRRh is there that we engage with god through his word personnally ecounter him.misskitty dont beleive why u say dhamma.buddha teach",john pallelai bedokwalk no49 misslohahhuat stubborness u dont believe in the word of god yet hearing as well as having intectual is there that we engage with god through his word personnally ecounter him misskitty dont beleive why u say dhamma buddha teach,,,0.7619047619047619,2022-08-01 23:28:48+00:00,2022-11-18 13:21:28,2022-12-08 13:07:14
7,3418,"Hahah american/indian warrior/hunter means. Pains shape me to be a warrior/hunter
Peony flowers sa taas. For the love of nature.🤩🤗 
Pa book naman ta. Idol ning artist ko.buot na,humble pa. https://t.co/SK2F2JIQOR",hahah americanindian warriorhunter means pains shape me to be a warriorhunter peony flowers sa taas for the love of nature pa book naman ta idol ning artist ko buot nahumble pa,code-switched,code-switched,0.7419354838709677,2022-02-05 23:40:14+00:00,2022-11-18 13:21:51,2022-12-08 13:07:31
8,18379,"John
Pallelai bedokwalk no49.misslohahhuat.misskitty they mountain man.they living in uncivilised world .inaddition living in prison .they any how possesse meditation on publics.",john pallelai bedokwalk no49 misslohahhuat misskitty they mountain man they living in uncivilised world inaddition living in prison they any how possesse meditation on publics,,,0.75,2022-07-04 23:09:20+00:00,2022-11-18 13:21:54,2022-12-08 13:12:52
9,13403,"John
Pallelai bedokwalk no 49.misskitty  monks  he is using meditation.he control fom faraway at the tenple.whatever he do inside u body meditation can be done.u lefthand.and teeth verypainful.misslohahhuat also do https://t.co/o39cGKImpE we use method to https://t.co/9pa9Jm4INc",john pallelai bedokwalk no 49 misskitty monks he is using meditation he control fom faraway at the tenple whatever he do inside u body meditation can be done u lefthand and teeth verypainful misslohahhuat also do we use method to,,,0.7948717948717948,2022-05-16 23:51:44+00:00,2022-11-18 13:21:56,2022-12-08 13:40:34
10,2199,"@dhiasyaf_ @Ashsukamakan Boleh cuba Samsung S21 Ultra, sample moon shot  100x zoom ada di media saya ✌️. Sangat2 puas hati sumpah x tipu",boleh cuba samsung s21 ultra sample moon shot 100x zoom ada di media saya sangat2 puas hati sumpah x tipu,some_english,,0.7647058823529411,2022-01-23 21:55:10+00:00,2022-11-18 13:22:09,2022-12-08 13:43:41
11,4825,Di ko ya mag jowa for a clout. Katalaka puro jowa2,di ko ya mag jowa for a clout katalaka puro jowa2,not_english,some_english,0.7,2022-02-19 23:12:25+00:00,2022-11-18 13:22:12,2022-12-08 13:10:14
12,19454,Kwarta lang man gali problema.. Hahah mole removal pa gani. Daw nag limpyo man ang guya ko hahaha,kwarta lang man gali problema hahah mole removal pa gani daw nag limpyo man ang guya ko hahaha,not_english,some_english,0.7222222222222222,2022-07-15 23:08:22+00:00,2022-11-18 13:22:16,2022-12-08 11:13:23
13,11591,"@Sarcasm81147883 @TheScienceRiot @McGregorRousey @Canelo If you're trying to convince me of Khabib's popularity in a pre-Conor era, you're just plain delusional.",if youre trying to convince me of khabibs popularity in a pre conor era youre just plain delusional,non_standard_english,full_standard_english,0.7777777777777778,2022-04-27 22:08:15+00:00,2022-11-18 13:22:26,2022-12-08 13:43:33
14,13298,"@HappyDogSmiling Je sais pas, mais je reste que 3 mois et j'ai une assurance maladie",je sais pas mais je reste que 3 mois et jai une assurance maladie,not_english,not_english,0.7692307692307693,2022-05-14 22:52:15+00:00,2022-11-18 13:22:29,2022-12-08 11:13:35
15,11843,"John
Pallelai bedokwalk no49.misskitty.misslohahhuat u from faraway mk
misskitty u speak of others deity violated my religion freedom the temple commitees and u misskitty.misslohahhuat and siva have to take responsibility.",john pallelai bedokwalk no49 misskitty misslohahhuat u from faraway mk misskitty u speak of others deity violated my religion freedom the temple commitees and u misskitty misslohahhuat and siva have to take responsibility,,,0.71875,2022-04-30 23:07:51+00:00,2022-11-18 13:22:33,2022-12-08 11:15:32
16,3471,Bercakap itu adalah satu doa. This places i wish to go. I never stop asking for it. Let divine provisions and time determine everything. InshaAllah. Amin amin ya rabbal al’aminn,bercakap itu adalah satu doa this places i wish to go i never stop asking for it let divine provisions and time determine everything inshaallah amin amin ya rabbal alaminn,code-switched,code-switched,0.7333333333333333,2022-02-05 22:30:13+00:00,2022-11-18 13:22:42,2022-12-08 11:12:35
17,19695,"@Deathrocker76 @PatsKarvelas Wrong. Singapore does approx 4,500 PCR/day and 24,000 ART/day. NSW alone does 28,000 PCR/day on average last 7 days",wrong singapore does approx 4500 pcrday and 24000 artday nsw alone does 28000 pcrday on average last 7 days,non_standard_english,not-syntactic_standard_english,0.7333333333333333,2022-07-17 22:57:31+00:00,2022-11-18 13:22:49,2022-12-08 13:40:23
18,10699,"Reignwood Hamilton Scotts
Address: 37 Scotts Road
Tenure: Freehold
Top:June 2012
https://t.co/uzsSjWolhr https://t.co/cpwHeonyhn",reignwood hamilton scotts address 37 scotts road tenure freehold topjune 2012,,,0.7777777777777778,2022-04-18 22:44:05+00:00,2022-11-18 13:23:10,2022-12-08 11:30:43
19,16329,"John
Pallelai bedokwalk no49.misskitty.misslohahhuat stubborn u became daring anyhow do meditation om publics now u changellenge me go to police.john patience.",john pallelai bedokwalk no49 misskitty misslohahhuat stubborn u became daring anyhow do meditation om publics now u changellenge me go to police john patience,,,0.782608695652174,2022-06-14 23:38:12+00:00,2022-11-18 13:23:12,2022-12-08 13:45:15
20,8291,La façon dont la go l’a regardé ? Elle était en mode « il se relève à quel moment ? » 💀,la façon dont la go la regardé elle était en mode il se relève à quel moment,not_english,not_english,0.7058823529411765,2022-03-25 20:03:15+00:00,2022-11-18 13:23:24,2022-12-08 13:06:40
21,11875,"Configuring ipV6 my home network for Internet of Things. X sabar nak beli @Raspberry_Pi lps raya.
Selamat Hari Raya. Maaf Zahir &amp; Batin 

#ipv6 
#EidUlFitr https://t.co/XalhAvL0aa",configuring ipv6 my home network for internet of things x sabar nak beli lps raya selamat hari raya maaf zahir and batin,code-switched,not-syntactic_standard_english,0.7619047619047619,2022-04-30 22:18:10+00:00,2022-11-18 13:23:33,2022-12-08 11:15:15
22,23570,"John
Pallelai bedokwalk no49.misslohahhuat and misskitty u masturbates for victims.this is john write from articler.this is truth.who write the articles for them.",john pallelai bedokwalk no49 misslohahhuat and misskitty u masturbates for victims this is john write from articler this is truth who write the articles for them,,,0.76,2022-08-25 23:04:57+00:00,2022-11-18 13:23:35,2022-12-08 13:12:32
23,2347,"Baka yung ""BREAK RECORD"" sa mga headlines bigdeal na nman po sa kanila😭

BAZINGA 7HIS IS MY LEGACY
@SB19Official #SB19
#SB19LeadsBillboardHTS

Listen to #Bazinga_SB19",baka yung break record sa mga headlines bigdeal na nman po sa kanila bazinga 7his is my legacy listen to,code-switched,code-switched,0.7368421052631579,2022-01-25 23:22:38+00:00,2022-11-18 13:23:44,2022-12-08 13:13:06
24,16292,"If you’re not already watching Ryan’s series on YT, I’d recommend checking it out.",if youre not already watching ryans series on yt id recommend checking it out,non_standard_english,non_standard_english,0.7857142857142857,2022-06-13 22:20:04+00:00,2022-11-18 13:23:50,2022-12-08 13:10:20
25,16701,"John
Pallelai bedokwalk no49.misslohaat.miss.unknown mlnks i john just taken it from pali texts anf commentarities this is from credible authority",john pallelai bedokwalk no49 misslohaat miss unknown mlnks i john just taken it from pali texts anf commentarities this is from credible authority,,,0.7272727272727273,2022-06-18 23:59:08+00:00,2022-11-18 13:23:52,2022-12-08 13:08:40
26,2223,"Its a day. Haihhh nervous sia nk tahu result 😩😩. Kadang mulut aku ni masin, kalau aku ckp A, result dia pun A. Tp aku harap tak lah. Hmmmmm hope semua ye okay. 💪🏼💪🏼",its a day haihhh nervous sia nk tahu result kadang mulut aku ni masin kalau aku ckp a result dia pun a tp aku harap tak lah hmmmmm hope semua ye okay,code-switched,some_english,0.71875,2022-01-24 23:34:59+00:00,2022-11-18 13:23:58,2022-12-08 13:42:59
27,3179,"bros, i need ideas for youtube, drop some if you got some ❤️ that’s pulau ubin, looking smexy #twitchfreejidion  #Help https://t.co/s3hPFchCqw",bros i need ideas for youtube drop some if you got some thats pulau ubin looking smexy,non_standard_english,non_standard_english,0.7647058823529411,2022-02-02 22:06:01+00:00,2022-11-18 13:24:18,2022-12-08 13:45:34
28,12523,"Mahirap daw sya paiyakin. The last time she cried was when his husband died. This could be tears of joy. Happy mother’s day @lenirobredo Ipapanalo namin kayo ni Sen Kiko! 

#PilipinasIsPink 
#IbotoNa10Pilipinas 
#LeniKikoAllTheWay https://t.co/IwO3PdfGx0",mahirap daw sya paiyakin the last time she cried was when his husband died this could be tears of joy happy mothers day ipapanalo namin kayo ni sen kiko,code-switched,code-switched,0.7931034482758621,2022-05-07 23:41:33+00:00,2022-11-18 13:24:27,2022-12-08 13:09:22
29,2700,@food_blogger Famous kkm in Bukit Panjang that is a supper spot. Operates from 4am - 2:30pm.... https://t.co/dDthJBq7rN,famous kkm in bukit panjang that is a supper spot operates from 4am 230pm,non_standard_english,non_standard_english,0.75,2022-01-28 22:44:31+00:00,2022-11-18 13:24:41,2022-12-08 11:14:40
30,21954,@ElishBulGodley @Padsky Yup.  But it’s breakfast time so opting for roti prata.  Nothing beats hot roti and curry for breakfast.,yup but its breakfast time so opting for roti prata nothing beats hot roti and curry for breakfast,non_standard_english,non_standard_english,0.7777777777777778,2022-08-09 23:27:31+00:00,2022-11-18 13:24:45,2022-12-08 13:47:38
31,11073,@gesangnurh ...dan aku termasuk orang-orang yang saleh.” (QS. Al-Munafiqun: 10).,dan aku termasuk orang orang yang saleh qs al munafiqun 10,not_english,not_english,0.7,2022-04-22 22:36:40+00:00,2022-11-18 13:24:54,2022-12-08 13:07:21
32,661,"AYYYOOOOOO !! You look like you need some Swavycustoms SO TAPN and LETS GET IT GOING!!!! 😈😈😈😈🤞🏽🤞🏽
#SWAVY @ Krusty Krab - Bikini Bottom https://t.co/BtkqaVg0VL",ayyyoooooo you look like you need some swavycustoms so tapn and lets get it going krusty krab bikini bottom,non_standard_english,non_standard_english,0.7368421052631579,2022-01-08 21:43:20+00:00,2022-11-18 13:25:06,2022-12-08 13:46:59
33,15969,"Yung pinaka ayaw ko sa lahat,yung sina silent treatment ako. Overthinker na nga ako gaganunin mo pa.  ❌",yung pinaka ayaw ko sa lahatyung sina silent treatment ako overthinker na nga ako gaganunin mo pa,some_english,some_english,0.7058823529411765,2022-06-10 22:53:42+00:00,2022-11-18 13:25:15,2022-12-08 13:10:24
34,11894,@Atitty_ Absolutely. Rather rekt by slow TPS over eth gas all day!,absolutely rather rekt by slow tps over eth gas all day,non_standard_english,non_standard_english,0.7272727272727273,2022-04-30 21:36:04+00:00,2022-11-18 13:25:24,2022-12-08 13:49:08
35,19746,"John
Pallelai bedokwalk no49.misslohahhuat troubled  u know what is human dinity.u breach every human dinity.pallelai bedokwalk u must call overseas monks to treat the victims of meditation of mind and body.",john pallelai bedokwalk no49 misslohahhuat troubled u know what is human dinity u breach every human dinity pallelai bedokwalk u must call overseas monks to treat the victims of meditation of mind and body,,,0.7878787878787878,2022-07-18 23:37:26+00:00,2022-11-18 13:25:27,2022-12-08 13:12:45
36,19979,John.pallelai bedokwalk no48 miss lohahhuat u stubborn describes as obstinate:difficult to handle or work with and rebellious as resisting control;resisting correction unruly;refusing to follow orninary guidelines.both of defination describes me.,john pallelai bedokwalk no48 miss lohahhuat u stubborn describes as obstinatedifficult to handle or work with and rebellious as resisting controlresisting correction unrulyrefusing to follow orninary guidelines both of defination describes me,,,0.7419354838709677,2022-07-20 23:07:52+00:00,2022-11-18 13:25:30,2022-12-08 13:13:14
37,20586,"John
Pallelai bedokwalk no49.misslohahhuat stubbornesa john is watching the youthtube one police after reading the classified letter she burn letters.misslohahhuat u are stupid dont think u clever saf people much clever than misslohahhuat.letter commitee members to complain?",john pallelai bedokwalk no49 misslohahhuat stubbornesa john is watching the youthtube one police after reading the classified letter she burn letters misslohahhuat u are stupid dont think u clever saf people much clever than misslohahhuat letter commitee members to complain,,,0.7692307692307693,2022-07-26 22:49:02+00:00,2022-11-18 13:25:35,2022-12-08 13:49:38
38,1354,"Page 16 of 365

Hi there...
Im still here...
Like before...
But,ill use anothers atittude now.",page 16 of 365 hi there im still here like before butill use anothers atittude now,non_standard_english,non_standard_english,0.7857142857142857,2022-01-15 22:22:30+00:00,2022-11-18 13:25:43,2022-12-08 13:06:43
39,8050,"@mufaddal_vohra Looks like nurse ka dress lekar sponsor logos chipkadiya. Opposition will be so distracted by jersey, ek doh wkt aisey hi miljayengey #IPL2022",looks like nurse ka dress lekar sponsor logos chipkadiya opposition will be so distracted by jersey ek doh wkt aisey hi miljayengey,code-switched,code-switched,0.7272727272727273,2022-03-23 23:17:00+00:00,2022-11-18 13:25:55,2022-12-08 13:10:43
40,23720,"YangGallery | Contemporary Artworld!

《你是我的诗篇》 40×23.5×21.5cm / Bronze / 2015

Visit us: 581 Orchard Road #01-11, VoCo Orchard Singapore https://t.co/Yb4ULPkSir",yanggallery contemporary artworld 40×23 5×21 5cm bronze 2015 visit us 581 orchard road 11 voco orchard singapore,,,0.7272727272727273,2022-08-27 23:40:45+00:00,2022-11-18 13:27:11,2022-12-08 13:09:16
41,18038,"John
Pallelai bedokwalk no49.missloh.misskitty stubborn excuse from mistake blame others use that keep them from god",john pallelai bedokwalk no49 missloh misskitty stubborn excuse from mistake blame others use that keep them from god,,,0.7647058823529411,2022-07-01 23:35:29+00:00,2022-11-18 13:27:14,2022-12-08 13:09:29
42,8627,@sejoalzir Wag kang mg alala sent nmin to kay inday at ng mkita mo sagot mo,wag kang mg alala sent nmin to kay inday at ng mkita mo sagot mo,not_english,not_english,0.7333333333333333,2022-03-29 23:34:16+00:00,2022-11-18 13:27:17,2022-12-08 13:41:32
43,21516,"John
Pallelai bedokwalk no49.misslohahhuat and misskitty stubborness impatience is fruit pride.a proud person cannot seem to wait for anyrhing with proper attidude.u use meditation on publics.the meditation use very fast .vivtims walk https://t.co/6IAjBD8qKB thing fast",john pallelai bedokwalk no49 misslohahhuat and misskitty stubborness impatience is fruit pride a proud person cannot seem to wait for anyrhing with proper attidude u use meditation on publics the meditation use very fast vivtims walk thing fast,,,0.7837837837837838,2022-08-05 23:51:34+00:00,2022-11-18 13:27:20,2022-12-08 13:46:05
44,9403,"Pag uusapan ka talaga when you’re
no longer beneficial to their life no? Buti na lang di ganyan friends ko. Relatives ko oo..🤣",pag uusapan ka talaga when youre no longer beneficial to their life no buti na lang di ganyan friends ko relatives ko oo,code-switched,code-switched,0.7391304347826086,2022-04-06 23:57:59+00:00,2022-11-18 13:27:24,2022-12-08 11:16:15
45,5637,"and i noticed i never called my friend ""sayanggggg"" or ""thankyou sayangggg saya"" or anything manja gedik gitu 😂😂",and i noticed i never called my friend sayanggggg or thankyou sayangggg saya or anything manja gedik gitu,code-switched,code-switched,0.7222222222222222,2022-02-27 23:34:51+00:00,2022-11-18 13:27:30,2022-12-08 13:09:00
46,23393,@HamidMirPAK Wo tho Roosevelt ko apni property kerne  me Masroor hai thru Qatar,wo tho roosevelt ko apni property kerne me masroor hai thru qatar,code-switched,not_english,0.75,2022-08-23 22:41:21+00:00,2022-11-18 13:27:42,2022-12-08 13:14:00
47,12993,"Me: let us skip to the good part....
Friends: -sing- ah....ahhhhhh-ahhhh-ahhhh_!",me let us skip to the good part friends sing ah ahhhhhh ahhhh ahhhh,non_standard_english,non_standard_english,0.7857142857142857,2022-05-11 23:01:20+00:00,2022-11-18 13:27:47,2022-12-08 13:44:52
48,11549,Just posted a photo @ Joo Chiat Peranakan &amp; Eurasian Heritage Neighbourhood https://t.co/kO9R35O3Yl,just posted a photo joo chiat peranakan and eurasian heritage neighbourhood,not-syntactic_standard_english,,0.7272727272727273,2022-04-27 23:11:47+00:00,2022-11-18 13:28:00,2022-12-08 13:44:25
49,18816,With Singapore award winning film maker Mr Saleem Hadi @ Singapore / Singapura / 新加坡 / சிங்கப்பூர் https://t.co/KKX3S5eNWp,with singapore award winning film maker mr saleem hadi singapore singapura,,,0.7272727272727273,2022-07-09 23:43:54+00:00,2022-11-18 13:28:53,2022-12-08 11:13:30
50,21174,"Maipon and travel.. travel makes you realize a lot of things. It will change your perspective in life. Kadako sang kalibutan para mag stick ka sa mga wla pulos nga tao,mag cge chismis sang kabuhi sang iban. Then it motivates you to earn more,so Go out from your shell.",maipon and travel travel makes you realize a lot of things it will change your perspective in life kadako sang kalibutan para mag stick ka sa mga wla pulos nga taomag cge chismis sang kabuhi sang iban then it motivates you to earn moreso go out from your shell,code-switched,code-switched,0.7755102040816326,2022-08-01 23:26:43+00:00,2022-11-18 13:29:00,2022-12-08 13:08:37
51,16524,"Faham tak, dah halfway nak sampai office, baru perasan hp tertinggal 🥺😪",faham tak dah halfway nak sampai office baru perasan hp tertinggal,some_english,some_english,0.7272727272727273,2022-06-16 23:49:27+00:00,2022-11-18 13:29:07,2022-12-08 13:50:38
52,5801,Sahod day today! Pila nalang bilin japon allowance ko..🥴 it's okay I look broke Basta di broke Ang bank account ko..kahit papano.(sigh),sahod day today pila nalang bilin japon allowance ko its okay i look broke basta di broke ang bank account ko kahit papano sigh,code-switched,code-switched,0.75,2022-03-01 23:59:51+00:00,2022-11-18 13:29:18,2022-12-08 13:12:38
53,24078,"The Colours of Life - Salam Kemerdekaan ke-65 2022 dari kami sekeluarga. #keluargamalaysiateguhbersama https://t.co/xq0xRrAq0I

--- 
#mknaceunlimited #mknace #thecoloursoflife",the colours of life salam kemerdekaan ke 65 2022 dari kami sekeluarga,,,0.7,2022-08-30 23:15:03+00:00,2022-11-18 13:29:25,2022-12-08 13:44:22
54,1850,"Try to listen BAZINGA while tweeting. U can feel your thumb kicking ahahhaa

BAZINGA 4M VIEWS
@SB19Official #SB19
#SB19Bazinga4MViews 

Stream #Bazinga_SB19",try to listen bazinga while tweeting u can feel your thumb kicking ahahhaa bazinga 4m views stream,non_standard_english,non_standard_english,0.75,2022-01-20 23:23:42+00:00,2022-11-18 13:29:32,2022-12-08 13:46:24
55,20215,"John
Pallelai bedokwalk no49.misskitty u stubborness u use meditation to do me dowsly .u make me fallen in katong bus stop.",john pallelai bedokwalk no49 misskitty u stubborness u use meditation to do me dowsly u make me fallen in katong bus stop,,,0.7142857142857143,2022-07-23 23:43:37+00:00,2022-11-18 13:29:35,2022-12-08 13:46:12
56,8842,"Kabudlay mag budget,wala pako ka audit sang mga expenses ko this month. Over spending ba ko?",kabudlay mag budgetwala pako ka audit sang mga expenses ko this month over spending ba ko,some_english,some_english,0.75,2022-03-31 23:26:25+00:00,2022-11-18 13:29:45,2022-12-08 13:41:28
57,5144,NASA 38 na Ang rate .hope mag taas pa.. kaluy an. Tag 800$ tani maipon ko a month bah..kung di lang gasto gid..sa load palang abi wla na.,nasa 38 na ang rate hope mag taas pa kaluy an tag 800 tani maipon ko a month bah kung di lang gasto gid sa load palang abi wla na,not_english,some_english,0.7142857142857143,2022-02-22 23:26:08+00:00,2022-11-18 13:29:49,2022-12-08 11:16:00
58,4183,I heard “kurotul qodam FIFA” from stadium announcer lollll and that’s all I can understand,i heard kurotul qodam fifa from stadium announcer lollll and thats all i can understand,code-switched,code-switched,0.7333333333333333,2022-02-12 19:26:15+00:00,2022-11-18 13:31:19,2022-12-08 13:51:06
59,18496,"Kahit papano, na excite din ako kunin mamaya ang glasses ko. A little gift for myself.",kahit papano na excite din ako kunin mamaya ang glasses ko a little gift for myself,code-switched,code-switched,0.75,2022-07-05 22:37:13+00:00,2022-11-18 13:31:24,2022-12-08 13:07:43
60,7188,"Heyy, nak transfer solvent pon problem.. abb problem, pump probelm, alarm x boleh acknowledge 🥴",heyy nak transfer solvent pon problem abb problem pump probelm alarm x boleh acknowledge,some_english,code-switched,0.7857142857142857,2022-03-14 22:36:16+00:00,2022-11-18 13:31:38,2022-12-08 13:07:38
61,11682,WOY JOHNNY LIVE IG 41 MENIT YANG LALU DAN W KETINGGALAN,woy johnny live ig 41 menit yang lalu dan w ketinggalan,not_english,some_english,0.7,2022-04-28 22:54:56+00:00,2022-11-18 13:33:27,2022-12-08 13:46:45
62,16251,"John
Pallelai bedokwalk no49.misslohahhuat misskitty..siva u use meditation on publics they are drowsy https://t.co/NpIOdyQJ11 https://t.co/WxZqTvTjpb trance in dreaming",john pallelai bedokwalk no49 misslohahhuat misskitty siva u use meditation on publics they are drowsy trance in dreaming,,,0.7647058823529411,2022-06-13 23:06:31+00:00,2022-11-18 13:33:32,2022-12-08 13:10:09
63,7844,"We don't know how much time we have.. 
a short time may come... 
Let's make good moments together..
Satu hal yang perlu di ketahui...
Aku tidak pernah menyesal sekalipun dalam hidup ini,mengenal KAlian seMUa.",we dont know how much time we have a short time may come lets make good moments together satu hal yang perlu di ketahui aku tidak pernah menyesal sekalipun dalam hidup inimengenal kalian semua,code-switched,code-switched,0.7058823529411765,2022-03-21 23:13:08+00:00,2022-11-18 13:33:49,2022-12-08 13:09:26
64,12080,"So, utk 1st day di Temasek, meols terjah:
1️⃣Gardens By The Bay
2️⃣Sands Sky Park
3️⃣Muzeum of Ice Cream
4️⃣Kampong Gelam
5️⃣Merlion Park",so utk 1st day di temasek meols terjah 1gardens by the bay 2sands sky park 3muzeum of ice cream 4kampong gelam 5merlion park,some_english,some_english,0.7058823529411765,2022-05-02 22:38:38+00:00,2022-11-18 13:34:42,2022-12-08 13:41:43
65,8637,Ayaw ni inday sa RO-SA PO🤣🤣 nag salita na xa about jan wag bobo,ayaw ni inday sa ro sa po nag salita na xa about jan wag bobo,not_english,not_english,0.7333333333333333,2022-03-29 23:30:32+00:00,2022-11-18 13:34:45,2022-12-08 13:48:19
