,id_column,rawContent,cleaned_content,label_1,label_2,english_relative_frequency,date,annotated_at_1,annotated_at_2
66,5161,Kung Ara ko ni sa Balay..nmi magkape kag yosi while ga pa sounds bah..Lalo na may videokihan na .,kung ara ko ni sa balay nmi magkape kag yosi while ga pa sounds bah lalo na may videokihan na,some_english,some_english,0.7,2022-02-22 23:19:21+00:00,2022-11-18 13:34:57,2022-12-08 13:42:54
67,20771,"John
Paklelai bedokwalk no49.misslohahhuat pakchee everythings in to busy apeech from faraway what ever.john dont listen to u misslohahhuat suppose to follow me.the bilble is active.listen dont understand so that victims can critizes u.",john paklelai bedokwalk no49 misslohahhuat pakchee everythings in to busy apeech from faraway what ever john dont listen to u misslohahhuat suppose to follow me the bilble is active listen dont understand so that victims can critizes u,,,0.7567567567567568,2022-07-28 23:14:53+00:00,2022-11-18 13:35:01,2022-12-08 13:11:42
68,1831,What if pag Bugtaw ko sa pinas na ko..😁 haysss I miss home! https://t.co/xGNUCc0Tzh,what if pag bugtaw ko sa pinas na ko haysss i miss home,code-switched,code-switched,0.7692307692307693,2022-01-20 23:38:41+00:00,2022-11-18 13:35:05,2022-12-08 13:06:50
69,702,"Search ✍ typing ""chelsea transfer"". Since 011221 until 100122. Everything that pops up merely the rumours
 or chelsea players end contract 😞",search typing chelsea transfer since 011221 until 100122 everythingthatpops upmerelythe rumours or chelsea players end contract,non_standard_english,non_standard_english,0.7142857142857143,2022-01-09 23:57:57+00:00,2022-11-18 13:37:29,2022-12-08 13:08:17
70,6059,"Lord ipalayo ko sa mga tao ,Bagay, situations nga di ko man kontrolado. Kay no matter how I try to keep them. Kadali lang man sa ila madula sakon. 🥺🙏",lord ipalayo ko sa mga tao bagay situations nga di ko man kontrolado kay no matter how i try to keep them kadali lang man sa ila madula sakon,code-switched,code-switched,0.7586206896551724,2022-03-03 22:59:52+00:00,2022-11-18 13:37:34,2022-12-08 13:08:47
71,13422,"John
Pallelai bedokwalk no 49..misskitty.misslohahhahuat siva whole page of write up is written by victims.",john pallelai bedokwalk no 49 misskitty misslohahhahuat siva whole page of write up is written by victims,,,0.75,2022-05-16 23:44:16+00:00,2022-11-18 13:37:39,2022-12-08 11:13:37
72,10233,"If last year dark blue , this year i sama dengan u . 

Jadi x pantun ? Hahah",if last year dark blue this year i sama dengan u jadi x pantun hahah,code-switched,code-switched,0.7333333333333333,2022-04-14 23:30:31+00:00,2022-11-18 13:37:44,2022-12-08 13:09:14
73,15067,Keep those friends who supported you completely even you had no money nor title. Wag tayo  dun  sa andyan lang pag  puro lang saya. Nawawala pag ikaw yung nangangailangan.,keep those friends who supported you completely even you had no money nor title wag tayo dun sa andyan lang pag puro lang saya nawawala pag ikaw yung nangangailangan,code-switched,code-switched,0.7241379310344828,2022-06-01 23:14:09+00:00,2022-11-18 13:38:05,2022-12-08 13:48:52
74,21158,Siguro kung ok lang health sang mama ko..e consider ko gid magpa Europe. makapatindog siguro ko sang own house ko. Now I have to think tanan Ang mga possible matabo sa iya. Set aside tanan Haysss. Hirap din Isa ka lang anak. All the responsibilities imu.,siguro kung ok lang health sang mama ko e consider ko gid magpa europe makapatindog siguro ko sang own house ko now i have to think tanan ang mga possible matabo sa iya set aside tanan haysss hirap din isa ka lang anak all the responsibilities imu,code-switched,code-switched,0.7872340425531915,2022-08-01 23:35:18+00:00,2022-11-18 13:38:31,2022-12-08 13:46:53
75,5293,Ehhh…. Why lahh? Why you body shape is like one shopee delivery box hah?,ehhh why lahh why you body shape is like one shopee delivery box hah,non_standard_english,non_standard_english,0.7857142857142857,2022-02-23 22:58:26+00:00,2022-11-18 13:38:37,2022-12-08 13:48:25
76,3449,"Bakit di kapa nagjojowa?
me: financially unstable,mentally unstable,trust issues, overthinking and anxiety. D pa heal totally. Baka d na nga..forever and ever..amen🤣 https://t.co/1jbVTuifB1",bakit di kapa nagjojowa me financially unstablementally unstabletrust issues overthinking and anxiety d pa heal totally baka d na nga forever and ever amen,code-switched,code-switched,0.7916666666666666,2022-02-05 23:01:53+00:00,2022-11-18 13:38:47,2022-12-08 13:45:07
77,12839,"John
Pallelai bedokwalk no49.misskitty.misslohahhuat take responsibity for my leg .my hand.whole body https://t.co/rWMpoEvQYZ teeth.i  has warn u to treatened it was real",john pallelai bedokwalk no49 misskitty misslohahhuat take responsibity for my leg my hand whole body teeth i has warn u to treatened it was real,,,0.75,2022-05-10 23:28:26+00:00,2022-11-18 13:38:49,2022-12-08 13:49:22
78,13158,Puyat kaka scroll hahaha at kaka examine ng conscience .plus anxiety attack. Minsan na ttrigger pa..😂 jusko patuloy parin tayo. May mama pa ako. https://t.co/R2g5uqxAS1,puyat kaka scroll hahaha at kaka examine ng conscience plus anxiety attack minsan na ttrigger pa jusko patuloy parin tayo may mama pa ako,code-switched,code-switched,0.7083333333333334,2022-05-13 23:14:37+00:00,2022-11-18 13:38:56,2022-12-08 13:50:30
79,2918,Anhon ko ang hong bao ko man? E save or ibakal shoes?😁,anhon ko ang hong bao ko man e save or ibakal shoes,some_english,some_english,0.75,2022-01-31 23:38:21+00:00,2022-11-18 13:39:11,2022-12-08 13:13:45
80,15651,"Masyadong advance ang Singapore.. By 2030 5 mins nalang daw dapat ang byahe sang employees using MRT. at dahil kulang sila now sa mga staffs lalo na sa mga F&amp;B , robot na galuto omelette diri. Even mag serve sang coffee. Can't imagine sang life diri next 10yrs. As in wow!",masyadong advance ang singapore by 2030 5 mins nalang daw dapat ang byahe sang employees using mrt at dahil kulang sila now sa mga staffs lalo na sa mga fandb robot na galuto omelette diri even mag serve sang coffee cant imagine sang life diri next 10yrs as in wow,code-switched,code-switched,0.723404255319149,2022-06-07 23:27:17+00:00,2022-11-18 13:39:22,2022-12-08 13:45:48
81,12098,"Photo credited to @kosquids 

Yamashita EGI-OH LIVE Squid Jig 2.5 10g for $12.80. Get it on Shopee now! https://t.co/B1BHfJHPW9 @ E-Waves Fishbyte Pte Ltd https://t.co/6YyIH2CPRL",photo credited to yamashita egi oh live squid jig 2 5 10g for 12 80 get it on shopee now e waves fishbyte pte ltd,,,0.7,2022-05-02 22:15:00+00:00,2022-11-18 13:39:50,2022-12-08 13:10:07
82,12801,"John
Pallelai bedokwalk no49.misslohahhuat say he want destroy wat poh years ago.",john pallelai bedokwalk no49 misslohahhuat say he want destroy wat poh years ago,,,0.75,2022-05-10 23:59:51+00:00,2022-11-18 13:39:59,2022-12-08 13:50:23
83,19926,@RajeshJaney @twi_age Yeh apne aap likh diya!! I saw it when folks were liking it or commenting!!,yeh apne aap likh diya i saw it when folks were liking it or commenting,code-switched,code-switched,0.7333333333333333,2022-07-20 23:43:39+00:00,2022-11-18 13:40:04,2022-12-08 13:49:33
84,15889,Its a choice.. Sa pinas lang may ganyang mindset. When you're single they think you're sad.😂☺️ https://t.co/QXJBBFceiq,its a choice sa pinas lang may ganyang mindset when youre single they think youre sad,code-switched,code-switched,0.75,2022-06-09 22:57:10+00:00,2022-11-18 13:40:13,2022-12-08 13:09:55
85,9181,"Sa sobra ka pili ,wala sang may nabakal. Haha ang gasto ko yesterday nagkadto tanan sa foods kag sa taxi ko.😂 https://t.co/8lrppE2HVH",sa sobra ka pili wala sang may nabakal haha ang gasto ko yesterday nagkadto tanan sa foods kag sa taxi ko,some_english,some_english,0.7142857142857143,2022-04-03 22:43:16+00:00,2022-11-18 13:40:18,2022-12-08 13:10:29
86,10394,"O CS Madeira recebeu esta noite o Santa Cruz SC e ganhou 3-0 (25-13; 25-15; 25-21).

#voleibolmadeira #avmadeira #voleibol
📸 Nélson Martins https://t.co/Ny3ihnLRHp",o cs madeira recebeu esta noite o santa cruz sc e ganhou 3 0 25 13 25 15 25 21 nélson martins,not_english,,0.7857142857142857,2022-04-15 22:27:51+00:00,2022-11-18 13:40:25,2022-12-08 13:13:30
87,22479,"In Gods will ah . Mapa Europe man ko. For now, Mama's health anai Ang priority ko. Mapuli kag alagaan sya.. now ko lang ma feel Ang love ni G! Damo damo options kag opportunities. 🙏❤️",in gods will ah mapa europe man ko for now mamas health anai ang priority ko mapuli kag alagaan sya now ko lang ma feel ang love ni g damo damo options kag opportunities,code-switched,code-switched,0.7352941176470589,2022-08-14 23:10:08+00:00,2022-11-18 13:40:40,2022-12-08 13:49:29
88,11257,Kahapon ko lang na https://t.co/9Og49qAdjN nga force feeding tong mga whales sa oslob...ahai kaluoy man. Just to take pictures ang mga tao need nila e force feeding.. Di manami! Nadula man interest ko mag explore didto.,kahapon ko lang na nga force feeding tong mga whales sa oslob ahai kaluoy man just to take pictures ang mga tao need nila e force feeding di manami nadula man interest ko mag explore didto,code-switched,some_english,0.7222222222222222,2022-04-24 23:28:49+00:00,2022-11-18 13:40:50,2022-12-08 13:41:38
89,18618,"John
Pallelai bedokwalk no 49.misslohahhuat stubborn speech from faraway misslohahuat know my army administration system.",john pallelai bedokwalk no 49 misslohahhuat stubborn speech from faraway misslohahuat know my army administration system,,,0.7333333333333333,2022-07-07 23:47:42+00:00,2022-11-18 13:40:53,2022-12-08 13:44:45
90,11710,"Hoy, never beg anyone for anything. not time, not attention, not love, not nothing. Hayaan mong sila ang magkusang ibigay yan. Maghintay nalang tayo while building ourselves.",hoy never beg anyone for anything not time not attention not love not nothing hayaan mong sila ang magkusang ibigay yan maghintay nalang tayo while building ourselves,code-switched,code-switched,0.7407407407407407,2022-04-29 23:49:57+00:00,2022-11-18 13:41:55,2022-12-08 13:50:05
91,12443,"John
Pallelai bedokwalk no49.misskitty.misslohahhuat shameful john seektreament in the temple the four monks are chanting invisible on me.both monks from pallelai do the samething on me and others.thia second photo i has tweet. https://t.co/PjxbJBEnf1",john pallelai bedokwalk no49 misskitty misslohahhuat shameful john seektreament in the temple the four monks are chanting invisible on me both monks from pallelai do the samething on me and others thia second photo i has tweet,,,0.7777777777777778,2022-05-06 23:30:51+00:00,2022-11-18 13:41:58,2022-12-08 13:09:03
92,6349,I have to take responsible sang money ko! 😔 Wala ko may nafeel Bisan ano. pero d pwede nga amhun ko Sina! Tanan nga pag value nahatag ko na .respeto man a!,i have to take responsible sang money ko wala ko may nafeel bisan ano pero d pwede nga amhun ko sina tanan nga pag value nahatag ko na respeto man a,some_english,some_english,0.7096774193548387,2022-03-06 23:09:15+00:00,2022-11-18 13:42:49,2022-12-08 13:50:21
93,3452,Ipunan ko pa ang ink ko pra ma fullsleeve nagid ning Arm ko. How about July? Schedule ko na mapadla savings ahoooy,ipunan ko pa ang ink ko pra ma fullsleeve nagid ning arm ko how about july schedule ko na mapadla savings ahoooy,some_english,code-switched,0.7272727272727273,2022-02-05 22:58:36+00:00,2022-11-18 13:42:56,2022-12-08 11:12:57
94,9409,"🔛 Our HTH record against Tanjong Pagar United 

#allhandsondeck
#lioncitysailors
#20202021
@lcsfamily.sg
#LCSForAll
#lcsfamily
#LCSFamily 

Image credit to Lion City Sailors Family @ Jalan Besar Stadium https://t.co/UkvoUBZdSN",our hth record against tanjong pagar united sg image credit to lion city sailors family jalan besar stadium,,non_standard_english,0.7777777777777778,2022-04-06 23:53:23+00:00,2022-11-18 13:43:09,2022-12-08 13:44:17
95,9705,Back again after a while 😅 (@ Pejabat Kementerian Pelancongan Malaysia Negeri Johor w/ @slvtrnx) https://t.co/vTt8Gtk71Z,back again after a while pejabat kementerian pelancongan malaysia negeri johor w,non_standard_english,not-syntactic_standard_english,0.75,2022-04-09 23:50:24+00:00,2022-11-18 13:43:33,2022-12-08 11:15:45
96,22332,Di na ko mag hope may pulian pa ko nga bayo to or gamit. HAHAHA ma sapar lang daw ko sang Akon bayo diri,di na ko mag hope may pulian pa ko nga bayo to or gamit hahaha ma sapar lang daw ko sang akon bayo diri,not_english,some_english,0.75,2022-08-13 23:35:49+00:00,2022-11-18 13:44:06,2022-12-08 13:12:49
97,7736,"It's drizzling outside,I'm listening to my Spotify,while sipping my coffee..damn moment",its drizzling outsideim listening to my spotifywhile sipping my coffee damn moment,non_standard_english,non_standard_english,0.75,2022-03-20 23:23:36+00:00,2022-11-18 13:44:11,2022-12-08 13:13:49
98,14538,"Ang unto ko bala nga wala na braces, daw fake smile filter sa tiktok. Hahhaha yots! Daw posteso ang sa upper part..taympers ma smile ko anay😁 🤣",ang unto ko bala nga wala na braces daw fake smile filter sa tiktok hahhaha yots daw posteso ang sa upper part taympers ma smile ko anay,some_english,some_english,0.7777777777777778,2022-05-27 23:17:25+00:00,2022-11-18 13:45:15,2022-12-08 13:08:53
99,14174,"Sometimes mapa smile nalang ko.. Pag may problema,stress or ano pa da nga difficulties. I just stay calm. Bisan probs pa sa work.  Chill na kaayo ko mag handle sina. Siguro nasanay na. 
I never expect amo ko sina ka strong.😊",sometimes mapa smile nalang ko pag may problemastress or ano pa da nga difficulties i just stay calm bisan probs pa sa work chill na kaayo ko mag handle sina siguro nasanay na i never expect amo ko sina ka strong,code-switched,code-switched,0.7804878048780488,2022-05-23 22:51:33+00:00,2022-11-18 13:45:23,2022-12-08 13:46:18
100,21831,"It's a human curse...as cliche as it was but, nasa huli Lage Ang pagsisisi. Kaya be kind Tayo sa iba. 🤟",its a human curse as cliche as it was but nasa huli lage ang pagsisisi kaya be kind tayo sa iba,code-switched,code-switched,0.7619047619047619,2022-08-08 23:35:33+00:00,2022-11-18 13:49:25,2022-12-08 13:46:10
101,13634,Selamat pagi semua. Tiber rasa nak vibes twitter yg dulu2 hehe,selamat pagi semua tiber rasa nak vibes twitter yg dulu2 hehe,not_english,some_english,0.7,2022-05-18 23:35:17+00:00,2022-11-18 13:49:28,2022-12-08 13:43:17
102,14043,@eubobzito nossa prima eu ia AMAR! saudade de você e da comidinha ❤️,nossa prima eu ia amar saudade de você e da comidinha,not_english,not_english,0.7272727272727273,2022-05-22 23:36:36+00:00,2022-11-18 13:49:33,2022-12-08 13:13:11
103,6775,@Ongvaltine If signs of aging yan mas matanda ka sakin boss jk,if signs of aging yan mas matanda ka sakin boss jk,code-switched,code-switched,0.7272727272727273,2022-03-10 23:05:06+00:00,2022-11-18 13:49:37,2022-12-08 13:45:39
104,14045,@dawende Kasi po sir doon si Mr robin naniniwala sa mga troll army nila nagpapalaganap ng Fake news.,kasi po sir doon si mr robin naniniwala sa mga troll army nila nagpapalaganap ng fake news,some_english,some_english,0.7058823529411765,2022-05-22 23:35:40+00:00,2022-11-18 13:49:41,2022-12-08 11:12:43
105,5103,Nag leave ko sa group sa simbahan namon. Hahah Wala man ta ma I ambag to kag daw d man ta e validate didto Kay Wala ta.. 🥴😁,nag leave ko sa group sa simbahan namon hahah wala man ta ma i ambag to kag daw d man ta e validate didto kay wala ta,not_english,some_english,0.7037037037037037,2022-02-22 23:58:55+00:00,2022-11-18 13:49:49,2022-12-08 13:47:06
106,14029,"And the First Athlete ""Walking"" away with the prize is ..... @ohjerm276 

#athlete 
#athletics 
#trackandfield 
#racewalk 
#racewalking 
#champion 
#customisedshoes 
#nike @ FWCC Pte Ltd https://t.co/zeRvgRdnWK",and the first athlete walking away with the prize is fwcc pte ltd,non_standard_english,not-syntactic_standard_english,0.7692307692307693,2022-05-22 23:46:27+00:00,2022-11-18 13:49:59,2022-12-08 13:11:18
107,20926,"John
Pallelai bedokwalk no49.misslohahhuat u do not humble.humble ourselves(demote.lower yourself in u astamation)1peter 5:6 this phrase'lower yourself in own estamation'does not mean to thing badly https://t.co/bdKJG4LHJM means'dont thik you can solve all problem on u own.",john pallelai bedokwalk no49 misslohahhuat u do not humble humble ourselves demote lower yourself in u astamation 1peter 56 this phraselower yourself in own estamationdoes not mean to thing badly meansdont thik you can solve all problem on u own,,,0.7837837837837838,2022-07-30 23:40:01+00:00,2022-11-18 13:50:03,2022-12-08 13:47:20
108,13271,"I always treat everyone Good. Bisan pa gani di na sila Good sakon..I always treat them right. Ma chat ka mareply ko,you greet me I greet you. Bisan IPA feel kag ipamukha mo pa sakon di ka gusto sakon ,still I treat you Good. Kasi di ko ugali yung ugali nyo. Get what I mean?🤗",i always treat everyone good bisan pa gani di na sila good sakon i always treat them right ma chat ka mareply koyou greet me i greet you bisan ipa feel kag ipamukha mo pa sakon di ka gusto sakon still i treat you good kasi di ko ugali yung ugali nyo get what i mean,code-switched,code-switched,0.7142857142857143,2022-05-14 23:17:26+00:00,2022-11-18 13:50:08,2022-12-08 13:09:52
109,23690,@FrontlineKamran Does anyone knows whereabouts of Mian Mansha @MManshaOfficial Sharif’s partner in IPP’s,does anyone knows whereabouts of mian mansha sharifs partner in ipps,not-syntactic_standard_english,non_standard_english,0.7272727272727273,2022-08-26 22:15:18+00:00,2022-11-18 13:50:17,2022-12-08 13:44:43
110,9657,"Iba tlaga ang effect ng galing ng #LeniKikoTeam2022, musical like les misables ang levelan. Fight like you've never fought before. #ParaSaPilipinasKongMahal",iba tlaga ang effect ng galing ng musical like les misables ang levelan fight like youve never fought before,code-switched,code-switched,0.7894736842105263,2022-04-08 22:41:14+00:00,2022-11-18 13:50:25,2022-12-08 13:46:30
111,9022,"Twitter saw it first syempre. 😅
Wag kalimutan sa mayo a nuebe 😂 https://t.co/eI1JwYNSfc",twitter saw it first syempre wag kalimutan sa mayo a nuebe,code-switched,code-switched,0.7272727272727273,2022-04-02 23:29:13+00:00,2022-11-18 13:50:32,2022-12-08 11:16:04
112,16501,@chrisxzj Pag nasa Bora ako bisita ako dyan ha! Kung san man yan. Hehe,pag nasa bora ako bisita ako dyan ha kung san man yan hehe,not_english,not_english,0.7692307692307693,2022-06-16 23:59:28+00:00,2022-11-18 13:50:38,2022-12-08 13:47:11
113,6585,Ano man makuha nalang ko camella homes? May Soon to be rise SM na sa Marbel..developed nagid bah . https://t.co/JkWdEOagkL,ano man makuha nalang ko camella homes may soon to be rise sm na sa marbel developed nagid bah,some_english,code-switched,0.7368421052631579,2022-03-08 22:46:33+00:00,2022-11-18 13:50:52,2022-12-08 13:49:58
114,6918,Diri sa abroad bisan ano mo pa ka gusto magpuli sa pinas kay gusto mo Makita o  maupod Ang love ones mo. Madoubt kagid Kay gusto mo man makaipon kag mahatag sa ila Ang maayo nga life for them. And that's the real Love.♥️,diri sa abroad bisan ano mo pa ka gusto magpuli sa pinas kay gusto mo makita o maupod ang love ones mo madoubt kagid kay gusto mo man makaipon kag mahatag sa ila ang maayo nga life for them and thats the real love,some_english,some_english,0.7272727272727273,2022-03-12 23:35:40+00:00,2022-11-18 13:51:01,2022-12-08 13:47:17
115,14885,Adulting over flirting. Piliin yung may plan and actions kesa dun sa puro promise lang. Ang mahal mabuhay nowadays! Future muna.,adulting over flirting piliin yung may plan and actions kesa dun sa puro promise lang ang mahal mabuhay nowadays future muna,code-switched,code-switched,0.7619047619047619,2022-05-30 22:40:59+00:00,2022-11-18 13:51:08,2022-12-08 13:06:56
116,12426,"John
Pallelai bedokwalk no49.misskitty.misslohahhuat ahameful my treatment you all my https://t.co/k7F1QmaoP6 https://t.co/Gvk4PTnrff neck this is a evidence.john still witness for the case. https://t.co/wRu5RYNUwp",john pallelai bedokwalk no49 misskitty misslohahhuat ahameful my treatment you all my neck this is a evidence john still witness for the case,,,0.7727272727272727,2022-05-06 23:40:12+00:00,2022-11-18 13:51:10,2022-12-08 13:43:47
117,20772,@pulte GohLeePing Malaysia waiting $100.enought Thanks Malaysia HongLeong bank account 09950124745 Thanks,gohleeping malaysia waiting 100 enought thanks malaysia hongleong bank account 09950124745 thanks,non_standard_english,non_standard_english,0.7,2022-07-28 23:13:45+00:00,2022-11-18 13:51:26,2022-12-08 11:03:52
118,8325,"NATAtawa ako sa advice. Dapat daw mag open up ako sa Iba...kasi napaka unreachable ko daw. 🤣
Word unreachable? Seriously?Haha di ma reach kasi nga di ako nagrereply o nakipag convo. Paano po ako mag open up e wala na nga akong trust kahit kanino.",natatawa ako sa advice dapat daw mag open up ako sa iba kasi napaka unreachable ko daw word unreachable seriously haha di ma reach kasi nga di ako nagrereply o nakipag convo paano po ako mag open up e wala na nga akong trust kahit kanino,some_english,some_english,0.717391304347826,2022-03-26 23:39:18+00:00,2022-11-18 13:51:32,2022-12-08 13:50:13
119,21077,"So nag backfire japon sakon...Akon japon Sala...Kay nag hope pako , because Kay palangga gani.  I really fight .. but Yah I was shockk,my heart stops when I  found out may iban na sya Gali. And tong time nga ga talk ko sa iya ,di na amuto Ang tao nga ginpalangga ko. Ka funny lang",so nag backfire japon sakon akon japon sala kay nag hope pako because kay palangga gani i really fight but yah i was shockkmy heart stops when i found out may iban na sya gali and tong time nga ga talk ko sa iya di na amuto ang tao nga ginpalangga ko ka funny lang,code-switched,code-switched,0.7636363636363637,2022-07-31 23:03:33+00:00,2022-11-18 13:51:49,2022-12-08 13:42:25
120,8839,"Ngita NATA partner magpuli...para may budgeting..😬 
Tani kung amo lang na kadali.. Soo tired of this.",ngita nata partner magpuli para may budgeting tani kung amo lang na kadali soo tired of this,some_english,code-switched,0.7058823529411765,2022-03-31 23:27:54+00:00,2022-11-18 13:52:40,2022-12-08 13:10:47
121,1400,Nonya Avocado Bua Kuluak Fried Rice delivered by @tabaojiak #tabaojiak @ Chilli Padi Nonya Restaurant https://t.co/hYSlUVSQB1,nonya avocado bua kuluak fried rice delivered by chilli padi nonya restaurant,,,0.75,2022-01-15 19:34:57+00:00,2022-11-18 13:53:07,2022-12-08 13:46:34
122,20218,"John
Pallelai bedokwalk no49 misslohahhuat and misskitty u stubborness u use meditation on me everyday my body and leg head is very heavy and stiff",john pallelai bedokwalk no49 misslohahhuat and misskitty u stubborness u use meditation on me everyday my body and leg head is very heavy and stiff,,,0.7916666666666666,2022-07-23 23:39:34+00:00,2022-11-18 13:53:09,2022-12-08 13:09:07
123,2515,"27 de enero de 1945.
Liberación de Auschwitz por el Ejército Rojo. https://t.co/veUp4ZGXh0 en Auschwitz Concentration Camp https://t.co/Hq61wnqpgj",27 de enero de 1945 liberación de auschwitz por el ejército rojo en auschwitz concentration camp,not_english,not_english,0.7142857142857143,2022-01-27 23:50:48+00:00,2022-11-18 13:53:15,2022-12-08 13:12:02
124,15547,Pallelai bedokwalk no49.misslohahhuat.misskitty stubborn heart u are big trouble have fallen into to trap of cunning or harsh have cristised put otherss down these conversation reveal your soul.misslohahhuat always talk unmeaningful things,pallelai bedokwalk no49 misslohahhuat misskitty stubborn heart u are big trouble have fallen into to trap of cunning or harsh have cristised put otherss down these conversation reveal your soul misslohahhuat always talk unmeaningful things,,,0.7647058823529411,2022-06-06 23:34:40+00:00,2022-11-18 13:53:21,2022-12-08 11:02:56
125,7443,"Thank you, @hidayatttnordin for this! Can’t wait to watch Hidayat’s rendition of … Dan Tiga Dara Terbang Ke Bulan! Happening tonight at C42. ❤️ #mawesome #kakalinkaumemanggitu #dtdtkb @tunjukarah_iyakkunar 🥰 https://t.co/En3GuVd9rt",thank you for this cant wait to watch hidayats rendition of dan tiga dara terbang ke bulan happening tonight at c42,not-syntactic_standard_english,non_standard_english,0.7,2022-03-17 23:15:05+00:00,2022-11-18 13:53:35,2022-12-08 11:13:15
126,14059,"John
Pallelai bedokwalk no49.misakitty.misslohahhuat trouble maker when working at wpg the salary 2012 to2013 they were my https://t.co/DQqcXOLxO7 https://t.co/iiJLBiDsYb wholebody skeleton slanting.wartime u also tell when start war.both misslohahhuat.misakitty.siva do has tell.",john pallelai bedokwalk no49 misakitty misslohahhuat trouble maker when working at wpg the salary 2012 to2013 they were my wholebody skeleton slanting wartime u also tell when start war both misslohahhuat misakitty siva do has tell,,,0.7575757575757576,2022-05-22 23:21:17+00:00,2022-11-18 13:53:46,2022-12-08 13:46:03
127,11867,@EasyEatsBodega @Wappy_eth Go all in bruh! Easywhale.eth bundle order 80 plots at 9:01pm,go all in bruh easywhale eth bundle order 80 plots at 901pm,non_standard_english,non_standard_english,0.7,2022-04-30 22:29:08+00:00,2022-11-18 13:53:53,2022-12-08 13:45:02
128,17106,"“No mud, no lotus.” ~ Thich Nhat Hanh

https://t.co/A282fJcgaj

Get in touch with me @SunGoddessTarot #SingaporeNumerologist #NumerologySG #Tarot #SingaporeTarot #Numerology #sungoddesstarot https://t.co/JSZwaZGnkZ",no mud no lotus thich nhat hanh get in touch with me,not-syntactic_standard_english,,0.75,2022-06-22 23:52:57+00:00,2022-11-18 13:54:10,2022-12-08 13:43:23
